freq|lang|isSpecial|baseTerm|hasPlural|hasPossessive|baseFreq|pluralFreq|possessiveFreq
2|PI|1|maṇtāniputta|||2|0|0
2|PI|1|mānusa|s||0|2|0
2|PI|1|maraṇassati|||2|0|0
2|EN|0|marsh|||2|0|0
2|EN|0|marshal|s||0|2|0
2|EN|0|massaged|||2|0|0
2|EN|0|massed|||2|0|0
2|EN|0|mat|||2|0|0
2|PI|0|matanga|||2|0|0
2|EN|0|match|||2|0|0
2|EN|0|mated|||2|0|0
2|EN|0|mathematician|||2|0|0
2|EN|0|maximum|||2|0|0
2|EN|0|meaningful|||2|0|0
2|EN|0|meanwhile|||2|0|0
2|EN|0|measurable|||2|0|0
2|EN|0|meditate|||2|0|0
2|EN|0|meditating|||2|0|0
2|2E|0|meditators|||2|0|0
2|EN|0|mentioned|||2|0|0
2|EN|0|mice|||2|0|0
2|PI|0|milakkhu|||2|0|0
2|EN|0|milking|||2|0|0
2|EN|0|mimicking|||2|0|0
2|EN|0|minstrel|s||0|2|0
2|EN|0|misbehave|s||0|2|0
2|EN|0|miscarriage|s||0|2|0
2|EN|0|mislead|s||0|2|0
2|PI|0|mitta|||2|0|0
2|EN|0|moan|||2|0|0
2|EN|0|monkhood|||2|0|0
2|EN|0|monsoon|s||1|1|0
2|PI|0|moriyans|||2|0|0
2|2E|0|mortalizes|||2|0|0
2|2E|0|mortalizing|||2|0|0
2|EN|0|mortar|||2|0|0
2|EN|0|motivation|s||0|2|0
2|EN|0|mounting|||2|0|0
2|EN|0|mourn|s||0|2|0
2|EN|0|mouthwashes|||2|0|0
2|EN|0|mowed|||2|0|0
2|EN|0|muck|||2|0|0
2|EN|0|muddied|||2|0|0
2|PI|1|mūla|||2|0|0
2|PI|1|muḷaka|||2|0|0
2|PI|1|muñja|||2|0|0
2|EN|0|musical|||2|0|0
2|EN|0|musician|s||0|2|0
2|2P|0|na|||2|0|0
2|PI|0|nagara|||2|0|0
2|EN|0|nakedness|||2|0|0
2|PI|1|nāmuci|||2|0|0
2|PI|1|nātha|||2|0|0
2|EN|0|navel|||2|0|0
2|EN|0|necessary|||2|0|0
2|EN|0|needle|s||1|1|0
2|2E|0|neem|||2|0|0
2|EN|0|nephew|||2|0|0
2|EN|0|nest|||2|0|0
2|EN|0|newer|||2|0|0
2|EN|0|nice|||2|0|0
2|PI|1|nimmānaratī|||2|0|0
2|PI|1|niraggaḷa|||2|0|0
2|PI|1|nissāraṇīya|||2|0|0
2|PI|1|nīvaraṇa|||2|0|0
2|EN|0|noted|||2|0|0
2|EN|0|notify|||2|0|0
2|EN|0|notion|s||1|1|0
2|EN|0|oar|s||0|2|0
2|2E|0|objectifies|||2|0|0
2|EN|0|obvious|||2|0|0
2|EN|0|occasionally|||2|0|0
2|2E|0|occultation|||2|0|0
2|EN|0|occurring|||2|0|0
2|2E|0|offence|||2|0|0
2|EN|0|official|s||0|2|0
2|EN|0|older|||2|0|0
2|EN|0|omniscience|||2|0|0
2|EN|0|opinionated|||2|0|0
2|EN|0|oppress|||2|0|0
2|EN|0|oracular|||2|0|0
2|EN|0|oral|||2|0|0
2|EN|0|ore|||2|0|0
2|EN|0|osprey||'s|1|0|1
2|EN|0|otherness|||2|0|0
2|EN|0|outlet|s||0|2|0
2|EN|0|outshining|||2|0|0
2|EN|0|outsmart|||2|0|0
2|EN|0|oven|s||0|2|0
2|EN|0|overhang|||2|0|0
2|EN|0|pace|||2|0|0
2|PI|0|padumaka|||2|0|0
2|EN|0|pail|s||0|2|0
2|EN|0|paint|||2|0|0
2|EN|0|painter|||2|0|0
2|PI|1|pāla|||2|0|0
2|EN|0|pale|||2|0|0
2|EN|0|palmistry|||2|0|0
2|EN|0|palsied|||2|0|0
2|PI|1|pāṇa|||2|0|0
2|PI|1|paṇḍita|||2|0|0
2|PI|1|pañha|||2|0|0
2|PI|1|paññā|||2|0|0
2|PI|1|pāraga|s||0|2|0
2|EN|0|paralyze|||2|0|0
2|EN|0|paralyzed|||2|0|0
2|PI|1|paranimmitavasavattī|||2|0|0
2|PI|1|parinibbāna|||2|0|0
2|PI|1|parivaṭṭa|||2|0|0
2|PI|1|pariyāya|||2|0|0
2|EN|0|partial|||2|0|0
2|PI|1|pāsāṇaka|||2|0|0
2|PI|1|pasūra|||2|0|0
2|EN|0|pathless|||2|0|0
2|EN|0|patronage|||2|0|0
2|PI|1|pāvādika|||2|0|0
2|PI|1|payāga|||2|0|0
2|EN|0|peacefully|||2|0|0
2|EN|0|peaked|||2|0|0
2|EN|0|pediatric|s||0|2|0
2|EN|0|peevishness|||2|0|0
2|EN|0|penalty|||2|0|0
2|EN|0|pepper|||2|0|0
2|EN|0|perceptive|||2|0|0
2|EN|0|permanence|||2|0|0
2|EN|0|permit|||2|0|0
2|EN|0|persistent|||2|0|0
2|EN|0|pertain|||2|0|0
2|2E|0|perturbance|||2|0|0
2|EN|0|petal|s||1|1|0
2|EN|0|phase|||2|0|0
2|PI|0|phassa|||2|0|0
2|EN|0|philosopher|s||0|2|0
2|EN|0|phrenology|||2|0|0
2|EN|0|pigeonholed|||2|0|0
2|PI|0|pilinda|||2|0|0
2|EN|0|piling|||2|0|0
2|PI|0|pilotika|||2|0|0
2|PI|1|piṇḍa|||2|0|0
2|PI|0|pipphali|||2|0|0
2|EN|0|pity|||2|0|0
2|EN|0|placid|||2|0|0
2|EN|0|plaited|||2|0|0
2|EN|0|planet|||2|0|0
2|EN|0|plantain|||2|0|0
2|EN|0|pleasantly|||2|0|0
2|EN|0|pleat|s||0|2|0
2|EN|0|plowman|||2|0|0
2|EN|0|plurality|||2|0|0
2|EN|0|plus|||2|0|0
2|EN|0|pod|s||1|1|0
2|EN|0|pointing|||2|0|0
2|EN|0|poised|||2|0|0
2|EN|0|polarity|||2|0|0
2|EN|0|portal|s||0|2|0
2|EN|0|portion|s||1|1|0
2|EN|0|pose|s||1|1|0
2|EN|0|pottery|||2|0|0
2|EN|0|poultry|||2|0|0
2|EN|0|pounding|||2|0|0
2|EN|0|precipice|s||0|2|0
2|EN|0|predicting|||2|0|0
2|EN|0|presentation|||2|0|0
2|2E|0|princeling|||2|0|0
2|EN|0|probably|||2|0|0
2|EN|0|problem|s||0|2|0
2|EN|0|procedure|||2|0|0
2|EN|0|profession|||2|0|0
2|EN|0|progress|||2|0|0
2|EN|0|promiscuity|||2|0|0
2|EN|0|promising|||2|0|0
2|EN|0|promoted|||2|0|0
2|EN|0|propagated|||2|0|0
2|EN|0|propertied|||2|0|0
2|EN|0|proportioned|||2|0|0
2|EN|0|protocol|||2|0|0
2|EN|0|provoking|||2|0|0
2|EN|0|prowling|||2|0|0
2|PI|0|puggala|||2|0|0
2|EN|0|pummeled|||2|0|0
2|PI|1|puṇḍarīka|||2|0|0
2|PI|1|puṇṇā|||2|0|0
2|PI|1|puṇṇamāsa|||2|0|0
2|EN|0|pushes|||2|0|0
2|EN|0|putrefaction|||2|0|0
2|EN|0|quadruped|s||0|2|0
2|EN|0|questioner|||2|0|0
2|EN|0|quizzes|||2|0|0
2|EN|0|quoted|||2|0|0
2|EN|0|railing|||2|0|0
2|PI|1|rāmaṇeyyaka|||2|0|0
2|EN|0|ramble|||2|0|0
2|EN|0|rambling|||2|0|0
2|PI|0|ratha|||2|0|0
2|EN|0|ration|||2|0|0
2|EN|0|rear|s||1|1|0
2|EN|0|rebuild|||2|0|0
2|EN|0|recluse|s||1|1|0
2|EN|0|reclusiveness|||2|0|0
2|EN|0|reconcile|||2|0|0
2|EN|0|rectangular|||2|0|0
2|EN|0|recurrence|||2|0|0
2|EN|0|recurring|||2|0|0
2|EN|0|reddened|||2|0|0
2|EN|0|refusing|||2|0|0
2|EN|0|regain|s||1|1|0
2|EN|0|regaining|||2|0|0
2|EN|0|regimental|||2|0|0
2|EN|0|reigning|||2|0|0
2|EN|0|reined|||2|0|0
2|EN|0|relevant|||2|0|0
2|EN|0|religious|||2|0|0
2|EN|0|rely|||2|0|0
2|EN|0|remorseful|||2|0|0
2|EN|0|remover|||2|0|0
2|2E|0|renunciate|s||1|1|0
2|EN|0|repair|||2|0|0
2|EN|0|reporting|||2|0|0
2|EN|0|reprove|||2|0|0
2|EN|0|repudiating|||2|0|0
2|EN|0|rescind|||2|0|0
2|EN|0|resist|s||0|2|0
2|EN|0|resource|s||0|2|0
2|EN|0|rested|||2|0|0
2|2E|0|resthouse|||2|0|0
2|EN|0|restlessly|||2|0|0
2|EN|0|retaliate|||2|0|0
2|EN|0|retention|||2|0|0
2|EN|0|revering|||2|0|0
2|EN|0|reverted|||2|0|0
2|EN|0|review|s||0|2|0
2|EN|0|roamed|||2|0|0
2|EN|0|role|||2|0|0
2|EN|0|room|||2|0|0
2|EN|0|rooster|s||0|2|0
2|EN|0|rudder|||2|0|0
2|EN|0|rudiment|s||0|2|0
2|EN|0|ruffian|||2|0|0
2|EN|0|ruffled|||2|0|0
2|EN|0|ruined|||2|0|0
2|EN|0|ruling|||2|0|0
2|EN|0|rumored|||2|0|0
2|EN|0|rush|||2|0|0
2|EN|0|rust|||2|0|0
2|EN|0|ruthless|||2|0|0
2|EN|0|rutting|||2|0|0
2|EN|0|sacred|||2|0|0
2|PI|1|saddhā|||2|0|0
2|EN|0|sagehood|||2|0|0
2|PI|0|sakalika|||2|0|0
2|PI|1|sakaṁbhiya|||2|0|0
2|PI|1|salaḷa|||2|0|0
2|PI|1|sāḷha|||2|0|0
2|PI|1|samaṇa|||2|0|0
2|PI|1|samāna|s||0|2|0
2|PI|1|sāmāvatī|||2|0|0
2|PI|0|sambahula|||2|0|0
2|PI|1|sammāpāsa|||2|0|0
2|PI|1|saṁsāra|||2|0|0
2|PI|1|saṁyojana|||2|0|0
2|PI|1|saṅgāma|||2|0|0
2|PI|1|saṅkhitta|||2|0|0
2|PI|1|saṅkicca|||2|0|0
2|2E|0|sant|||2|0|0
2|PI|0|santusita|||2|0|0
2|PI|1|santuṭṭha|||2|0|0
2|PI|0|sappurisa|||2|0|0
2|PI|1|sāropama|||2|0|0
2|PI|1|sattapaṇṇa|||2|0|0
2|PI|0|satti|||2|0|0
2|PI|0|satullapa|||2|0|0
2|PI|1|sāvitti|||2|0|0
2|EN|0|sayer|||2|0|0
2|EN|0|scaled|||2|0|0
2|EN|0|scare|||2|0|0
2|EN|0|scene|s||0|2|0
2|EN|0|schism|||2|0|0
2|EN|0|scout|s||0|2|0
2|EN|0|scrub|s||1|1|0
2|EN|0|scrubbed|||2|0|0
2|EN|0|scrubbing|||2|0|0
2|EN|0|scurry|||2|0|0
2|2E|0|seedpods|||2|0|0
2|EN|0|seemingly|||2|0|0
2|EN|0|seethed|||2|0|0
2|PI|0|sekha|||2|0|0
2|PI|0|sekhin|||2|0|0
2|EN|0|semen|||2|0|0
2|EN|0|sensitivity|||2|0|0
2|EN|0|serenity|||2|0|0
2|EN|0|seventy|||2|0|0
2|EN|0|sewer|||2|0|0
2|EN|0|shabbily|||2|0|0
2|EN|0|shabby|||2|0|0
2|EN|0|shared|||2|0|0
2|EN|0|sharpened|||2|0|0
2|EN|0|sharpshooter|||2|0|0
2|2E|0|shaveling|||2|0|0
2|EN|0|shepherd|s||0|2|0
2|EN|0|shirk|||2|0|0
2|EN|0|showering|||2|0|0
2|EN|0|sickle|s||1|1|0
2|2E|0|sickliness|||2|0|0
2|PI|1|sigāla|||2|0|0
2|EN|0|sighting|||2|0|0
2|EN|0|signal|s||0|2|0
2|2E|0|signifier|||2|0|0
2|PI|0|sikkha|||2|0|0
2|PI|0|simbali|||2|0|0
2|PI|0|sineru|||2|0|0
2|EN|0|sizzled|||2|0|0
2|EN|0|slam|s||0|2|0
2|EN|0|slant|s||0|2|0
2|EN|0|slanting|||2|0|0
2|EN|0|slashes|||2|0|0
2|EN|0|sleepy|||2|0|0
2|EN|0|slender|||2|0|0
2|EN|0|slipper|s||0|2|0
2|EN|0|slippery|||2|0|0
2|EN|0|slipping|||2|0|0
2|EN|0|slit|||2|0|0
2|EN|0|sloshing|||2|0|0
2|EN|0|sluggishly|||2|0|0
2|EN|0|slumped|||2|0|0
2|EN|0|slurp|||2|0|0
2|EN|0|sly|||2|0|0
2|EN|0|smelter|||2|0|0
2|EN|0|smiled|||2|0|0
2|EN|0|snack|s||1|1|0
2|EN|0|sneering|||2|0|0
2|EN|0|sniff|||2|0|0
2|EN|0|snow|||2|0|0
2|EN|0|snowfall|||2|0|0
2|EN|0|sobbed|||2|0|0
2|PI|0|soceyya|||2|0|0
2|EN|0|soddened|||2|0|0
2|EN|0|softwood|||2|0|0
2|PI|0|sogandhika|||2|0|0
2|PI|0|soma|||2|0|0
2|EN|0|somebody|||2|0|0
2|EN|0|someday|||2|0|0
2|EN|0|sooner|||2|0|0
2|PI|1|sopāka|||2|0|0
2|EN|0|sophist|||2|0|0
2|PI|1|sovacassatā|||2|0|0
2|EN|0|spare|s||1|1|0
2|EN|0|specially|||2|0|0
2|EN|0|spider|s||1|1|0
2|EN|0|spies|||2|0|0
2|2E|0|spillikins|||2|0|0
2|EN|0|splashing|||2|0|0
2|EN|0|splattered|||2|0|0
2|EN|0|spoked|||2|0|0
2|EN|0|spokenness|||2|0|0
2|EN|0|sport|s||1|1|0
2|EN|0|spray|||2|0|0
2|EN|0|sprite|s||1|1|0
2|EN|0|sprouted|||2|0|0
2|EN|0|sprouting|||2|0|0
2|EN|0|sprung|||2|0|0
2|EN|0|stabilizer|||2|0|0
2|EN|0|stadium|||2|0|0
2|EN|0|stamp|||2|0|0
2|EN|0|start|||2|0|0
2|EN|0|stashed|||2|0|0
2|EN|0|stashes|||2|0|0
2|EN|0|stature|||2|0|0
2|EN|0|stave|s||0|2|0
2|EN|0|steamed|||2|0|0
2|EN|0|steep|||2|0|0
2|EN|0|stomp|s||1|1|0
2|EN|0|straighten|||2|0|0
2|EN|0|straightening|||2|0|0
2|EN|0|stranded|||2|0|0
2|EN|0|stretching|||2|0|0
2|EN|0|strewing|||2|0|0
2|EN|0|stricken|||2|0|0
2|EN|0|striking|||2|0|0
2|EN|0|stubborn|||2|0|0
2|EN|0|stupor|||2|0|0
2|PI|0|subhaga|||2|0|0
2|PI|1|subhaṭa|||2|0|0
2|EN|0|subjugation|||2|0|0
2|EN|0|subservient|||2|0|0
2|EN|0|subterfuge|s||0|2|0
2|PI|0|suddhodana||'s|1|0|1
2|EN|0|suffusing|||2|0|0
2|EN|0|suitably|||2|0|0
2|PI|0|sukha|||2|0|0
2|EN|0|sulk|s||1|1|0
2|EN|0|summaries|||2|0|0
2|PI|1|suṁsumāri|||2|0|0
2|PI|1|sundarikā|||2|0|0
2|PI|0|sunimmita|||2|0|0
2|PI|1|suññata|||2|0|0
2|PI|1|suppāraka|||2|0|0
2|EN|0|suppressed|||2|0|0
2|EN|0|surfaceless|||2|0|0
2|EN|0|suspend|||2|0|0
2|PI|1|suyāma|||2|0|0
2|EN|0|sweetness|||2|0|0
2|EN|0|swine|||2|0|0
2|EN|0|swing|||2|0|0
2|EN|0|swinging|||2|0|0
2|EN|0|swooped|||2|0|0
2|EN|0|sympathetically|||2|0|0
2|EN|0|sympathize|||2|0|0
2|PI|0|tagarasikhi|||2|0|0
2|PI|0|tagarasikhin|||2|0|0
2|PI|1|taṇhāsaṅkhaya|||2|0|0
2|EN|0|tasty|||2|0|0
2|EN|0|taut|||2|0|0
2|EN|0|teeming|||2|0|0
2|EN|0|tenacious|||2|0|0
2|EN|0|tended|||2|0|0
2|EN|0|tendril|||2|0|0
2|EN|0|terrify|||2|0|0
2|EN|0|terrifying|||2|0|0
2|EN|0|terrorized|||2|0|0
2|EN|0|testicle|s||0|2|0
2|EN|0|thatched|||2|0|0
2|EN|0|thence|||2|0|0
2|EN|0|theories|||2|0|0
2|PI|1|therī|||2|0|0
2|EN|0|thong|||2|0|0
2|EN|0|thorny|||2|0|0
2|EN|0|thrash|||2|0|0
2|EN|0|thronging|||2|0|0
2|PI|0|thulayans|||2|0|0
2|EN|0|thwart|||2|0|0
2|EN|0|tickling|||2|0|0
2|EN|0|tight|||2|0|0
2|EN|0|tipped|||2|0|0
2|EN|0|tone|s||1|1|0
2|EN|0|topknot|||2|0|0
2|EN|0|tossing|||2|0|0
2|EN|0|tower|||2|0|0
2|EN|0|traced|||2|0|0
2|EN|0|tract|s||0|2|0
2|EN|0|trader|||2|0|0
2|EN|0|trample|s||1|1|0
2|EN|0|treacherous|||2|0|0
2|EN|0|tries|||2|0|0
2|EN|0|trusting|||2|0|0
2|EN|0|tuber|s||1|1|0
2|PI|1|tuṭṭha|||2|0|0
2|EN|0|twirling|||2|0|0
2|EN|0|twisting|||2|0|0
2|PI|0|ubbhataka|||2|0|0
2|PI|0|udaka||'s|1|0|1
2|PI|0|udambara|||2|0|0
2|PI|0|udayabhadda|||2|0|0
2|EN|0|uglier|||2|0|0
2|EN|0|unabated|||2|0|0
2|EN|0|unadept|||2|0|0
2|EN|0|unafraid|||2|0|0
2|EN|0|unangered|||2|0|0
2|EN|0|unapparent|||2|0|0
2|EN|0|unbaked|||2|0|0
2|EN|0|unbent|||2|0|0
2|EN|0|unbowed|||2|0|0
2|EN|0|unburdensome|||2|0|0
2|EN|0|unceasingly|||2|0|0
2|EN|0|uncircumscribed|||2|0|0
2|EN|0|unclinging|||2|0|0
2|EN|0|uncommon|||2|0|0
2|EN|0|unconstricted|||2|0|0
2|EN|0|uncontaminated|||2|0|0
2|EN|0|uncorrupt|||2|0|0
2|EN|0|uncorrupted|||2|0|0
2|EN|0|uncountable|s||0|2|0
2|EN|0|uncovetous|||2|0|0
2|EN|0|uncreated|||2|0|0
2|EN|0|undecaying|||2|0|0
2|EN|0|undergone|||2|0|0
2|EN|0|undespairing|||2|0|0
2|EN|0|undevoted|||2|0|0
2|EN|0|undevoured|||2|0|0
2|EN|0|undisciplined|||2|0|0
2|EN|0|undrilled|||2|0|0
2|EN|0|unending|||2|0|0
2|EN|0|unenergetic|||2|0|0
2|EN|0|unequaled|||2|0|0
2|EN|0|unequalled|||2|0|0
2|EN|0|unfactually|||2|0|0
2|EN|0|unfaithful|||2|0|0
2|EN|0|unfallen|||2|0|0
2|EN|0|unfired|||2|0|0
2|EN|0|unfurl|||2|0|0
2|EN|0|ungenerous|||2|0|0
2|EN|0|ungrateful|||2|0|0
2|EN|0|uniform|||2|0|0
2|EN|0|unimpaired|||2|0|0
2|EN|0|unindebted|||2|0|0
2|EN|0|uninformed|||2|0|0
2|EN|0|uninjured|||2|0|0
2|EN|0|unjust|||2|0|0
2|EN|0|unlearned|||2|0|0
2|EN|0|unlike|||2|0|0
2|EN|0|unmistaken|||2|0|0
2|2E|0|unobjectified|||2|0|0
2|EN|0|unopposing|||2|0|0
2|EN|0|unpenetrated|||2|0|0
2|EN|0|unperplexed|||2|0|0
2|EN|0|unpliant|||2|0|0
2|EN|0|unpracticed|||2|0|0
2|EN|0|unravel|||2|0|0
2|EN|0|unreasonable|||2|0|0
2|EN|0|unrelenting|||2|0|0
2|EN|0|unripe|||2|0|0
2|EN|0|unsated|||2|0|0
2|EN|0|unseasonable|||2|0|0
2|EN|0|unseeing|||2|0|0
2|EN|0|unselfish|||2|0|0
2|EN|0|unsluggish|||2|0|0
2|EN|0|unsnared|||2|0|0
2|EN|0|unsoiled|||2|0|0
2|EN|0|unspoiled|||2|0|0
2|EN|0|unstartled|||2|0|0
2|EN|0|unsteady|||2|0|0
2|EN|0|unstintingly|||2|0|0
2|EN|0|unsubdued|||2|0|0
2|EN|0|unterrified|||2|0|0
2|EN|0|untie|||2|0|0
2|EN|0|untruthfully|||2|0|0
2|EN|0|unworked|||2|0|0
2|PI|1|upapāla|||2|0|0
2|PI|0|uppalaka|||2|0|0
2|EN|0|uproot|||2|0|0
2|EN|0|urination|||2|0|0
2|PI|0|usabha|||2|0|0
2|EN|0|uttering|||2|0|0
2|EN|0|vainly|||2|0|0
2|PI|1|vājapeyya|||2|0|0
2|PI|1|vajirapāṇin|||2|0|0
2|PI|0|vajjiputta|||2|0|0
2|PI|0|vajjis|||2|0|0
2|PI|0|vakkali|||2|0|0
2|PI|0|valliya|||2|0|0
2|EN|0|valuing|||2|0|0
2|EN|0|vanquishing|||2|0|0
2|PI|1|vāsava||'s|1|0|1
2|EN|0|vassal|s||0|2|0
2|PI|0|vassavatti|||2|0|0
2|PI|0|vedeha|||2|0|0
2|PI|0|vedic|||2|0|0
2|EN|0|vegetable|s||0|2|0
2|EN|0|veil|||2|0|0
2|PI|1|venāga|||2|0|0
2|PI|1|verañjā|||2|0|0
2|EN|0|vice|s||1|1|0
2|EN|0|vicinity|||2|0|0
2|PI|1|vihāra|||2|0|0
2|PI|0|vilva|||2|0|0
2|PI|0|vimutti|||2|0|0
2|PI|1|viññāṇa|||2|0|0
2|EN|0|violated|||2|0|0
2|EN|0|violently|||2|0|0
2|PI|1|vipassanā|||2|0|0
2|PI|0|viraddha|||2|0|0
2|PI|1|vīraṇā|||2|0|0
2|EN|0|virility|||2|0|0
2|EN|0|visual|||2|0|0
2|PI|1|vitthāra|||2|0|0
2|EN|0|wagging|||2|0|0
2|EN|0|wail|s||1|1|0
2|EN|0|waited|||2|0|0
2|EN|0|walker|||2|0|0
2|EN|0|walled|||2|0|0
2|EN|0|wanton|||2|0|0
2|EN|0|warded|||2|0|0
2|EN|0|warming|||2|0|0
2|EN|0|warned|||2|0|0
2|EN|0|warrant|||2|0|0
2|2E|0|washerman|||2|0|0
2|EN|0|wasted|||2|0|0
2|EN|0|watched|||2|0|0
2|2E|0|waterhole|||2|0|0
2|EN|0|waved|||2|0|0
2|EN|0|weigh|s||1|1|0
2|EN|0|whack|||2|0|0
2|EN|0|wheeled|||2|0|0
2|EN|0|whence|||2|0|0
2|EN|0|whiff|||2|0|0
2|EN|0|whistle|s||1|1|0
2|EN|0|who'd|||2|0|0
2|EN|0|wickedness|||2|0|0
2|EN|0|wiggling|s||0|2|0
2|EN|0|wile|s||0|2|0
2|EN|0|willingness|||2|0|0
2|EN|0|wizard|s||0|2|0
2|EN|0|woody|||2|0|0
2|EN|0|worry|||2|0|0
2|EN|0|wrapping|s||1|1|0
2|EN|0|wreath|s||0|2|0
2|EN|0|wrestling|||2|0|0
2|EN|0|wrinkle|s||0|2|0
2|PI|0|yamadaggi|||2|0|0
2|PI|0|yamataggi|||2|0|0
2|PI|0|yasa|||2|0|0
2|EN|0|yellowed|||2|0|0
2|EN|0|yonder|||2|0|0
1|PI|1|abbhūta|||1|0|0
1|EN|0|abducted|||1|0|0
1|EN|0|aberrant|||1|0|0
1|PI|1|abhāsita|||1|0|0
1|PI|1|ābhassarā|||1|0|0
1|PI|1|abhibhūta|||1|0|0
1|EN|0|ability|||1|0|0
1|EN|0|ablaze|||1|0|0
1|EN|0|abroad|||1|0|0
1|PI|1|abyākata|||1|0|0
1|PI|0|accaya|||1|0|0
1|PI|1|accāyika|||1|0|0
1|EN|0|accelerating|||1|0|0
1|EN|0|accessories|||1|0|0
1|PI|1|acchariy'abbhūtadhamma|||1|0|0
1|EN|0|accident|s||0|1|0
1|PI|0|accutas|||1|0|0
1|PI|0|acela|||1|0|0
1|EN|0|achievement|s||0|1|0
1|EN|0|aching|||1|0|0
1|PI|0|acintita|||1|0|0
1|EN|0|acknowledged|||1|0|0
1|2E|0|acridity|||1|0|0
1|EN|0|acumen|||1|0|0
1|PI|1|aḍḍhkāsī|||1|0|0
1|EN|0|adding|||1|0|0
1|PI|1|adhikakkā|||1|0|0
1|PI|1|ādhipateyya|||1|0|0
1|PI|1|ādiya|||1|0|0
1|EN|0|admission|||1|0|0
1|EN|0|admitting|||1|0|0
1|EN|0|adorning|||1|0|0
1|EN|0|adrift|||1|0|0
1|EN|0|adulterer|s||0|1|0
1|EN|0|aeon|s||0|1|0
1|EN|0|affectionately|||1|0|0
1|EN|0|affiliate|||1|0|0
1|EN|0|afflicting|||1|0|0
1|PI|1|āgantukā|||1|0|0
1|PI|0|agati|||1|0|0
1|PI|0|aggadhamma|||1|0|0
1|EN|0|aggravating|||1|0|0
1|PI|1|āghāta|||1|0|0
1|PI|1|āghatāvinaya|||1|0|0
1|PI|1|āghātavinaya|||1|0|0
1|EN|0|agitate|s||0|1|0
1|EN|0|agitating|||1|0|0
1|EN|0|agreeing|||1|0|0
1|PI|1|ahinā|||1|0|0
1|PI|0|ahu|||1|0|0
1|PI|1|ājāññā|||1|0|0
1|PI|0|ajjheya|||1|0|0
1|PI|0|ajjuna|||1|0|0
1|PI|1|ākaṅkha|||1|0|0
1|PI|1|ākaṅkheyya|||1|0|0
1|PI|0|akkhama|||1|0|0
1|PI|0|akkosa|||1|0|0
1|EN|0|ala|s||0|1|0
1|PI|1|alagaddūpama|||1|0|0
1|PI|1|ālakamandā|||1|0|0
1|PI|1|āḷavi|||1|0|0
1|EN|0|allowing|||1|0|0
1|EN|0|aloe|s||0|1|0
1|PI|0|amata|||1|0|0
1|EN|0|ambitious|||1|0|0
1|EN|0|amiable|||1|0|0
1|EN|0|analytically|||1|0|0
1|PI|1|anaṇa|||1|0|0
1|PI|1|anaṅgaṇa|||1|0|0
1|PI|0|ananuvicca|||1|0|0
1|PI|1|ānāpānasati|||1|0|0
1|PI|1|anāthapiṇḍaka||'s|0|0|1
1|PI|1|anāthapiṇḍikovāda|||1|0|0
1|PI|1|anattā|||1|0|0
1|PI|1|andhakāra|||1|0|0
1|PI|0|anejakas|||1|0|0
1|PI|0|anek'agga|||1|0|0
1|PI|1|āneñja|||1|0|0
1|PI|1|aneñjaka|||1|0|0
1|PI|1|aṅguli|||1|0|0
1|PI|1|āṇi|||1|0|0
1|PI|0|anicca|||1|0|0
1|PI|1|ānisaṁsa|||1|0|0
1|EN|0|anklet|s||0|1|0
1|PI|1|annabhāra|||1|0|0
1|PI|1|aññatara|||1|0|0
1|EN|0|annihilate|||1|0|0
1|EN|0|annoying|||1|0|0
1|EN|0|anoint|s||0|1|0
1|EN|0|anonymous|||1|0|0
1|PI|0|anotatta|||1|0|0
1|PI|1|anottāpī|||1|0|0
1|EN|0|ant|s||0|1|0
1|PI|0|anta|||1|0|0
1|PI|0|anubuddha|||1|0|0
1|PI|0|anugghita|||1|0|0
1|PI|0|anupada|||1|0|0
1|PI|1|anūpama|||1|0|0
1|PI|1|anupiyā|||1|0|0
1|PI|0|anupubbanirodha|||1|0|0
1|PI|0|anusota|||1|0|0
1|2E|0|anywherever|||1|0|0
1|PI|1|āpaṇṇa|||1|0|0
1|PI|1|apaṇṇaka|||1|0|0
1|PI|1|aparihāni|||1|0|0
1|PI|1|aparihāniya|||1|0|0
1|PI|0|appaka|||1|0|0
1|PI|1|appaṁ|||1|0|0
1|PI|0|appameyya|||1|0|0
1|PI|1|appaṭivāṇa|||1|0|0
1|PI|1|appaṭividitā|||1|0|0
1|PI|1|appāyuka|||1|0|0
1|EN|0|appease|||1|0|0
1|EN|0|appeased|||1|0|0
1|EN|0|appeasing|||1|0|0
1|EN|0|appendix|||1|0|0
1|EN|0|application|||1|0|0
1|EN|0|appreciation|||1|0|0
1|EN|0|appreciative|||1|0|0
1|PI|1|ārabbhavatthu|||1|0|0
1|PI|0|arahatta|||1|0|0
1|PI|1|arakenānusāsani|||1|0|0
1|PI|1|ārakkha|||1|0|0
1|PI|1|ārañña|||1|0|0
1|PI|1|araññaka|||1|0|0
1|EN|0|ardor|||1|0|0
1|EN|0|aristocratic|||1|0|0
1|PI|1|ariṭṭaka|s||0|1|0
1|PI|0|ariyamagga|||1|0|0
1|PI|0|ariyapariyesana|||1|0|0
1|PI|1|ariyāvāsa|||1|0|0
1|EN|0|artist|||1|0|0
1|PI|1|aruṇavant|||1|0|0
1|2P|0|asama|||1|0|0
1|PI|1|asaṅkhata|||1|0|0
1|PI|1|asaṅkhitta|||1|0|0
1|EN|0|ashen|||1|0|0
